iteration;COP;CWP;NPV;nWWcat;nWPr05;nWPr11;nWPr12;nWPr13;nWPr18;nWPr19;nWPr20;nWPr24;nWPr25;nWPr26;nWPr27;nWPr29;nWPr30;nWPr31;nWPr32;nWPr33;nWPr34;nWPr35;nWPr36;nWPr37;nWPr38;nWPr39;nWPr40;nWPr41;nWPr42;nWPr43;nWPr44;nWPr45;nWPr46;nWPr47;nWPr48;nWPr49;nWPr50;nWPr51;nWPr52;nWPr53;nWPr54;nWPr55;nWPr56;nWPr57;nWPr58;nWPr59;nWPr60;nWPr61;nWPr62;nWPr63;nWPr64;nWPr65;nWPr66;nWPr67;nWPr68;nWPr69;nWPr70;nWPr72;nWPr73;nWPr74;nWPr75;nWPr76;nWPr79;nWPr80;nWPr81;nWPr82;nWPr83;nWPr84;nWIn04;nWIn05;nWIn10;nWIn11;nWIn12;nWIn13;nWIn17;nWIn18;nWIn19;nWIn20;nWIn24;nWIn25;nWIn26;nWIn27;nWIn29;nWIn30;nWIn31;nWIn32;nWIn33;nWIn34;nWIn35;nWIn36;nWIn38;nWIn39;nWIn40;nWIn41;nWIn43;nWIn44;nWIn45;nWIn46;nWIn47;nWIn48;nWIn49;nWIn50;nWIn51;nWIn52;nWIn53;nWIn54;nWIn55;nWIn56;nWIn57;nWIn58;nWIn59;nWIn60;nWIn61;nWIn62;nWIn63;nWIn64;nWIn65;nWIn66;nWIn67;nWIn68;nWIn69;nWIn71;nWIn72;nWIn73;nWIn80;nWIn81;nWIn82;nWIn83;nWIn84;nWIn85
1;90861200.0;131796000.0;-848891153.36;0;1;1;0;1;0;1;0;0;1;1;1;1;1;0;0;1;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;1;1;0;1;0;1;1;1;1;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;1
1;90156300.0;133611000.0;-732561782.81;1;1;1;0;1;0;1;1;0;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;0;0;1;1;0;1;1;1;0;1;0;1;0;0;0;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;1;0;1;1;0;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0;1
1;90207300.0;132862000.0;-241238751.48;0;0;0;1;0;0;0;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;1;0;1;1;0;0;1;1;1;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;1;1;0;0;0;1;0;0;0;0;1;1;0;1;1;1;0;1
1;91511900.0;131462000.0;-492000706.88;1;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;0;1;1;0;0;1;0;1;1;1;0;0;1;1;1;0;0;1;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;0;1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;1;1;0;1;1;1;1
1;91242900.0;133171000.0;-366857354.29;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;1;1;1;1;0;1;0;0;1;1;0;0;0;1;0;1;1;1;0;1;0;0;0;1;1;1;0;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;1;1;0;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0
1;90584200.0;132559000.0;483389086.94;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;1;0;1;1;0;1;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;1;0;0;0;1;0;0;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0
1;86749000.0;134732000.0;-753064924.64;0;0;0;1;1;1;0;0;1;0;0;1;0;0;1;1;0;1;0;0;0;1;0;1;1;0;1;0;1;0;1;1;0;1;1;1;0;1;1;0;0;0;0;0;1;1;1;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;1;1;1;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;0;0;1
1;89810200.0;134346000.0;-930595991.01;1;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;1;1;0;1;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1;1;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;1;0;0
1;82462200.0;138718000.0;-1029350718.32;1;1;1;0;0;1;1;1;0;1;1;1;0;1;0;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;1;0;1;1;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1;0;0;0;1;1;1;1;1;0;1;1
1;90093600.0;132164000.0;-169833976.08;1;1;0;1;0;0;0;0;0;1;1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;0;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;1;1;0;1;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;1;1;0;1;1;0
