iteration;COP;CWP;NPV;nWWcat;nWPr05;nWPr11;nWPr12;nWPr13;nWPr18;nWPr19;nWPr20;nWPr24;nWPr25;nWPr26;nWPr27;nWPr29;nWPr30;nWPr31;nWPr32;nWPr33;nWPr34;nWPr35;nWPr36;nWPr37;nWPr38;nWPr39;nWPr40;nWPr41;nWPr42;nWPr43;nWPr44;nWPr45;nWPr46;nWPr47;nWPr48;nWPr49;nWPr50;nWPr51;nWPr52;nWPr53;nWPr54;nWPr55;nWPr56;nWPr57;nWPr58;nWPr59;nWPr60;nWPr61;nWPr62;nWPr63;nWPr64;nWPr65;nWPr66;nWPr67;nWPr68;nWPr69;nWPr70;nWPr72;nWPr73;nWPr74;nWPr75;nWPr76;nWPr79;nWPr80;nWPr81;nWPr82;nWPr83;nWPr84;nWIn04;nWIn05;nWIn10;nWIn11;nWIn12;nWIn13;nWIn17;nWIn18;nWIn19;nWIn20;nWIn24;nWIn25;nWIn26;nWIn27;nWIn29;nWIn30;nWIn31;nWIn32;nWIn33;nWIn34;nWIn35;nWIn36;nWIn38;nWIn39;nWIn40;nWIn41;nWIn43;nWIn44;nWIn45;nWIn46;nWIn47;nWIn48;nWIn49;nWIn50;nWIn51;nWIn52;nWIn53;nWIn54;nWIn55;nWIn56;nWIn57;nWIn58;nWIn59;nWIn60;nWIn61;nWIn62;nWIn63;nWIn64;nWIn65;nWIn66;nWIn67;nWIn68;nWIn69;nWIn71;nWIn72;nWIn73;nWIn80;nWIn81;nWIn82;nWIn83;nWIn84;nWIn85
1;88188700.0;134168000.0;-648045440.16;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;1;0;0;1;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;1;0;1;1;1;0;1;0;1;0;0;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;0;1;0;1;1;1;0;1;1;0;0;0;1;0
1;92224400.0;131595000.0;-779037290.1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;1;1;1;1;1;1
1;88160100.0;135315000.0;-674247514.3;0;1;1;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;1;1;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;0;1;0;0;1;0;0;1;0;1;0;0;1;1;0;0;1;0
1;84966700.0;137686000.0;-407394414.29;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;1;1;0;1;0;1;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;1;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;0;0
1;89017800.0;133635000.0;-1036639748.49;0;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;1;0;0;0;0;1;1;1;0;1;1;0;0;1;0;1;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1;1;1;0;0;1;1;1
1;86584700.0;136771000.0;-1096571935.52;1;1;1;1;1;0;0;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;1;1;1;1;1;0;1;1;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0
1;87272200.0;135123000.0;-325555802.97;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;1;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;0;1;1;1;0;1;1;0;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;1;0;1;1;0;1;0;1;0;0;1;0
1;85207200.0;135874000.0;-660411773.48;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1;0;1;0;1;1;1;0;1;1;1;0;1;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;1;1;1;0;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;0;1;0;1;0;0;1;1;0;1;1;1;1;0;0;0;1;0
1;83813000.0;137455000.0;-590961160.68;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;0;1;1;0;1;1;0;0;0;1;1;1;0;0;1;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;1
1;88446000.0;134018000.0;-625512740.73;0;0;1;1;0;1;0;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;1;1;1;1;1;0;1;0;0;1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1;0;1;0;1;1;1;0;0;1;1;0;0
1;86968000.0;135520000.0;-568930452.62;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;1;1;1;1;1;0;0;1;1;1;0;0;1;1;0;1;1;0;1;0;1;0;0;1;0
1;86535700.0;135842000.0;-66583480.92;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;1;1;0;1;0;1;0;0
1;81367000.0;141219000.0;-1076479193.45;0;0;1;1;1;1;0;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;1;0;1;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;1;1;1;1;0;0;1;0;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1
1;84172800.0;139063000.0;-1150030790.48;0;0;1;0;0;0;0;1;1;0;1;1;0;1;0;0;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;1;1;0;0;1;0;0;1;0;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
